Variable,UNIT,COU,Country,Year,Value
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2019,31.3
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2020,33.8
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2021,31.8
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2012,79.3
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2013,80.4
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2014,79.9
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2015,77.3
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2016,74.6
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2017,74.2
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2018,71.0
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2019,70.6
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2020,72.9
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LVA,Latvia,2021,69.4
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2012,41.6
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2013,51.8
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2014,56.3
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2015,62.5
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2016,67.8
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2017,79.4
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2018,84.5
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2019,92.1
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2020,101.9
C10-Lipid modifying agents,NBPYEANB,LVA,Latvia,2021,108.7
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2012,11.2
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2013,11.2
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2014,12.5
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2015,12.7
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2016,13.0
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2017,13.6
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2018,13.4
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2019,14.8
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2020,15.3
G-Genito urinary system and sex hormones,NBPYEANB,LVA,Latvia,2021,16.2
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2012,5.2
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2013,5.1
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2014,6.0
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2015,5.7
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2016,5.6
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2017,5.4
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2018,4.4
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2019,4.6
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2020,4.4
G03-Sex hormones and modulators of the genital system,NBPYEANB,LVA,Latvia,2021,4.9
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2012,20.8
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2013,22.6
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2014,24.0
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2015,24.4
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2016,25.9
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2017,27.7
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2018,27.8
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2019,29.7
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2020,31.3
"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,LVA,Latvia,2021,32.7
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2010,14.5
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2011,31.4
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2012,14.9
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2013,15.8
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2014,15.0
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2015,16.0
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2016,16.2
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2017,16.9
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2018,16.5
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2019,17.6
J-Antiinfectives for systemic use,NBPYEANB,LVA,Latvia,2020,15.6
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2012,66.6
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2013,68.2
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2014,71.6
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2015,73.4
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2016,74.1
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2017,75.0
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2018,75.5
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2019,77.4
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2020,79.5
M-Musculo-skeletal system,NBPYEANB,LVA,Latvia,2021,82.4
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2012,56.5
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2013,58.1
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2014,61.5
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2015,62.5
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2016,62.8
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2017,62.6
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2018,62.4
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2019,63.0
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2020,63.4
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LVA,Latvia,2021,65.3
N-Nervous system,NBPYEANB,LVA,Latvia,2012,77.3
N-Nervous system,NBPYEANB,LVA,Latvia,2013,81.3
N-Nervous system,NBPYEANB,LVA,Latvia,2014,84.5
N-Nervous system,NBPYEANB,LVA,Latvia,2015,88.8
N-Nervous system,NBPYEANB,LVA,Latvia,2016,92.1
N-Nervous system,NBPYEANB,LVA,Latvia,2017,97.5
N-Nervous system,NBPYEANB,LVA,Latvia,2018,98.6
N-Nervous system,NBPYEANB,LVA,Latvia,2019,104.6
N-Nervous system,NBPYEANB,LVA,Latvia,2020,112.3
N-Nervous system,NBPYEANB,LVA,Latvia,2021,115.4
N02-Analgesics,NBPYEANB,LVA,Latvia,2012,5.6
N02-Analgesics,NBPYEANB,LVA,Latvia,2013,5.9
N02-Analgesics,NBPYEANB,LVA,Latvia,2014,5.9
N02-Analgesics,NBPYEANB,LVA,Latvia,2015,6.2
N02-Analgesics,NBPYEANB,LVA,Latvia,2016,6.3
N02-Analgesics,NBPYEANB,LVA,Latvia,2017,6.4
N02-Analgesics,NBPYEANB,LVA,Latvia,2018,6.3
N02-Analgesics,NBPYEANB,LVA,Latvia,2019,6.4
N02-Analgesics,NBPYEANB,LVA,Latvia,2020,7.8
N02-Analgesics,NBPYEANB,LVA,Latvia,2021,8.2
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2012,13.7
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2013,14.0
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2014,14.0
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2015,14.7
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2016,15.0
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2017,15.4
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2018,15.0
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2019,15.5
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2020,16.1
N05B-Anxiolytics,NBPYEANB,LVA,Latvia,2021,16.0
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2012,5.5
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2013,5.9
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2014,6.4
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2015,7.0
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2016,7.6
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2017,8.1
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2018,8.4
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2019,9.4
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2020,10.6
N05C-Hypnotics and sedatives,NBPYEANB,LVA,Latvia,2021,11.3
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2012,9.5
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2013,10.2
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2014,11.1
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2015,12.3
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2016,13.3
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2017,15.0
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2018,16.1
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2019,17.6
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2020,19.8
N06A-Antidepressants,NBPYEANB,LVA,Latvia,2021,21.5
R-Respiratory system,NBPYEANB,LVA,Latvia,2012,48.1
R-Respiratory system,NBPYEANB,LVA,Latvia,2013,48.8
R-Respiratory system,NBPYEANB,LVA,Latvia,2014,50.8
R-Respiratory system,NBPYEANB,LVA,Latvia,2015,49.6
R-Respiratory system,NBPYEANB,LVA,Latvia,2016,47.6
R-Respiratory system,NBPYEANB,LVA,Latvia,2017,50.3
R-Respiratory system,NBPYEANB,LVA,Latvia,2018,50.3
R-Respiratory system,NBPYEANB,LVA,Latvia,2019,50.7
R-Respiratory system,NBPYEANB,LVA,Latvia,2020,46.3
R-Respiratory system,NBPYEANB,LVA,Latvia,2021,48.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2012,9.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2013,8.9
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2014,9.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2015,7.5
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2016,7.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2017,7.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2018,6.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2019,6.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2020,6.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LVA,Latvia,2021,5.8
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2010,184.3
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2011,191.1
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2012,214.0
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2013,217.9
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2014,220.2
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2015,214.1
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2016,213.8
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2017,220.5
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2018,218.6
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2019,231.3
C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,LTU,Lithuania,2020,239.1
C03-Diuretics,NBPYEANB,LTU,Lithuania,2010,18.3
C03-Diuretics,NBPYEANB,LTU,Lithuania,2011,17.7
C03-Diuretics,NBPYEANB,LTU,Lithuania,2012,19.8
C03-Diuretics,NBPYEANB,LTU,Lithuania,2013,20.7
C03-Diuretics,NBPYEANB,LTU,Lithuania,2014,21.7
C03-Diuretics,NBPYEANB,LTU,Lithuania,2015,21.2
C03-Diuretics,NBPYEANB,LTU,Lithuania,2016,21.8
C03-Diuretics,NBPYEANB,LTU,Lithuania,2017,22.6
C03-Diuretics,NBPYEANB,LTU,Lithuania,2018,23.9
C03-Diuretics,NBPYEANB,LTU,Lithuania,2019,26.8
C03-Diuretics,NBPYEANB,LTU,Lithuania,2020,29.1
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2010,59.4
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2011,66.1
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2012,69.3
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2013,72.6
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2014,71.9
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2015,68.0
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2016,69.9
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2017,74.1
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2018,76.3
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2019,80.3
M-Musculo-skeletal system,NBPYEANB,LTU,Lithuania,2020,86.6
N02-Analgesics,NBPYEANB,LTU,Lithuania,2010,14.6
N02-Analgesics,NBPYEANB,LTU,Lithuania,2011,13.7
N02-Analgesics,NBPYEANB,LTU,Lithuania,2012,14.1
N02-Analgesics,NBPYEANB,LTU,Lithuania,2013,14.6
N02-Analgesics,NBPYEANB,LTU,Lithuania,2014,12.9
N02-Analgesics,NBPYEANB,LTU,Lithuania,2015,12.7
N02-Analgesics,NBPYEANB,LTU,Lithuania,2016,12.7
N02-Analgesics,NBPYEANB,LTU,Lithuania,2017,10.1
N02-Analgesics,NBPYEANB,LTU,Lithuania,2018,10.3
N02-Analgesics,NBPYEANB,LTU,Lithuania,2019,9.8
N02-Analgesics,NBPYEANB,LTU,Lithuania,2020,14.0
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2010,19.2
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2011,20.8
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2012,23.4
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2013,24.7
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2014,25.7
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2015,27.9
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2016,29.3
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2017,32.1
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2018,31.3
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2019,35.4
N06A-Antidepressants,NBPYEANB,LTU,Lithuania,2020,36.8
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2010,30.1
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2011,32.4
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2012,37.0
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2013,40.6
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2014,43.7
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2015,44.3
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2016,47.8
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2017,50.0
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2018,53.6
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2019,56.7
A10-Drugs used in diabetes,NBPYEANB,LTU,Lithuania,2020,59.0
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2010,4.2
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2011,3.9
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2012,4.2
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2013,4.0
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2014,3.8
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2015,3.4
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2016,3.2
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2017,3.0
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2018,2.8
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2019,2.7
C01A-Cardiac glycosides,NBPYEANB,LTU,Lithuania,2020,1.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2010,19.0
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2011,18.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2012,20.9
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2013,24.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2014,24.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2015,23.7
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2016,22.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2017,22.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2018,21.9
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2019,21.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LTU,Lithuania,2020,21.4
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2010,53.8
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2011,59.1
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2012,69.1
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2013,72.3
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2014,78.6
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2015,80.2
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2016,83.3
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2017,88.3
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2018,89.9
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2019,89.9
B-Blood and blood forming organs,NBPYEANB,LTU,Lithuania,2020,100.6
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2010,28.8
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2011,27.4
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2012,30.1
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2013,29.9
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2014,30.5
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2015,29.9
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2016,31.0
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2017,30.3
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2018,31.6
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2019,35.1
G-Genito urinary system and sex hormones,NBPYEANB,LTU,Lithuania,2020,36.9
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2010,36.2
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2011,36.4
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2012,37.9
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2013,36.9
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2014,36.1
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2015,32.2
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2016,28.6
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2017,27.6
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2018,26.8
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2019,27.8
C08-Calcium channel blockers,NBPYEANB,LTU,Lithuania,2020,27.6
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2010,53.4
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2011,60.0
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2012,62.3
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2013,65.5
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2014,64.5
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2015,60.9
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2016,61.7
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2017,64.8
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2018,65.7
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2019,66.9
M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,LTU,Lithuania,2020,70.8
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2010,15.7
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2011,16.9
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2012,16.6
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2013,19.0
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2014,16.5
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2015,17.6
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2016,18.3
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2017,18.8
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2018,18.6
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2019,18.5
J-Antiinfectives for systemic use,NBPYEANB,LTU,Lithuania,2020,16.1
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2010,5.2
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2011,6.2
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2012,7.4
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2013,6.9
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2014,7.4
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2015,8.3
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2016,9.1
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2017,9.6
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2018,10.4
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2019,11.4
N05C-Hypnotics and sedatives,NBPYEANB,LTU,Lithuania,2020,12.0
N-Nervous system,NBPYEANB,LTU,Lithuania,2010,118.9
N-Nervous system,NBPYEANB,LTU,Lithuania,2011,123.9
N-Nervous system,NBPYEANB,LTU,Lithuania,2012,136.4
N-Nervous system,NBPYEANB,LTU,Lithuania,2013,140.9
N-Nervous system,NBPYEANB,LTU,Lithuania,2014,149.6
N-Nervous system,NBPYEANB,LTU,Lithuania,2015,153.5
N-Nervous system,NBPYEANB,LTU,Lithuania,2016,155.1
N-Nervous system,NBPYEANB,LTU,Lithuania,2017,155.6
N-Nervous system,NBPYEANB,LTU,Lithuania,2018,153.6
N-Nervous system,NBPYEANB,LTU,Lithuania,2019,161.1
N-Nervous system,NBPYEANB,LTU,Lithuania,2020,169.2
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2010,17.9
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2011,16.1
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2012,16.3
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2013,16.9
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2014,16.6
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2015,15.2
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2016,15.1
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2017,15.5
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2018,14.0
G03-Sex hormones and modulators of the genital system,NBPYEANB,LTU,Lithuania,2019,14.8
